Point Cloud 1

4.8715203416803545 -6.517464102596116 0.14998524189071913
4.871536527555162 -6.517396504559005 0.1499852419564575
4.871547304029081 -6.517351433241788 0.14998524200026703
4.87156344757069 -6.517283817327329 0.14998524206595734
4.871595658418015 -6.5171485533196964 0.14998524219725146
4.871638448010722 -6.516968134569757 0.14998524237213054
4.667117621132649 -6.528185646664268 0.15000195581852058
4.418117922034546 -6.536994515380892 0.15000083428242003
4.218950319001668 -6.541690540350141 0.149999152687523
4.144338477454842 -6.543075541261014 0.1499995455774799
4.06975079812564 -6.5443042612349345 0.14999991220479655
3.8708985079263583 -6.547000730682349 0.15000024571609813
3.771475477640156 -6.548102472980107 0.14999999504192998
3.6812273502024717 -6.546321166178445 0.1500025995697053
3.682536279301723 -6.543251773416312 0.15000025574232823
3.562197028204576 -6.451702993740213 0.15000031284056758
3.4974059355897444 -6.415957758697451 0.15000023016640532
3.302509143788782 -6.309231157544187 0.1499947031661965
3.257715650415698 -6.324340417186331 0.1500022813737561
3.183233450904269 -6.322365401159457 0.15000016391937887
2.984497740319465 -6.3182015086076815 0.1499956137365275
2.860333207336748 -6.316256586434479 0.14999543889244346
2.6379046297137196 -6.31401649248014 0.14999511812116853
2.2677902917002726 -6.312213719233191 0.14998476267326047
1.9699660418787601 -6.311537056530995 0.14999495840717644
1.6973308420639353 -6.311514715851345 0.14999493175055192
1.598232826487304 -6.311658258626361 0.14999507387338118
1.5486649571767686 -6.311754256115259 0.14999509966009617
1.275692673017996 -6.3124490202113845 0.14999545980962325
1.2508689985503305 -6.3125159460815885 0.14999447750808462
1.176466427221492 -6.312724062714656 0.1499951379524128
1.126910298289924 -6.312871496769042 0.1499954597413316
1.0525692530211974 -6.313104619317381 0.14999500364835336
0.8293779905851456 -6.313902436295272 0.149996191550611
0.7300689992570917 -6.314277610301601 0.14999607469608106
0.6804240461587368 -6.314460377398895 0.14999574121450593
0.5315692758527205 -6.314998025922193 0.14999527403742552
0.4572213857866652 -6.315272420817425 0.14999491755108985
0.3828680617798524 -6.315557195443233 0.14999579738551924
0.23407077751056635 -6.316157547633179 0.1499960111678209
0.15956885622171363 -6.316465216006582 0.1499954602321137
0.021039961433820056 -6.316900568344342 0.15000566407015523
0.028457149962718628 -6.300161786548262 0.15000165230536688
-0.2066316349548384 -6.157660440542428 0.1499961459327348
-0.24478206535432176 -6.115029901652071 0.15000318492453812
-0.22982940982095582 -6.105058016688116 0.15000000136358554
-0.3168074450542834 -5.7974463454075 0.15000255322949166
-0.34892827390247944 -5.677565272728891 0.15000116362284344
-0.3924194630450509 -5.509266340825607 0.1499998935979634
-0.45722056121980215 -5.243823913738888 0.15000273570808
-0.6239723480817917 -4.415555984883377 0.15000211931391672
-0.7003866283654877 -3.8987749573369155 0.15000339993647807
-0.7256580151056008 -3.5410240328128744 0.15000307721447492
-0.6856317228288817 -3.3665994417297243 0.15000168037289438
-0.6813425627480513 -3.2346167514674917 0.1499993688467386
-0.8353123281858921 -2.9505744000865324 0.1499980801009802
-0.8564100602864307 -2.9057318832649917 0.14999805347855072
-0.8878651704770414 -2.838381347669486 0.14999923321826214
-0.9343421853306435 -2.731706126313324 0.15000589664699876
-0.9243031880155705 -2.7325731764416745 0.15000136728872693
-0.9144519831228879 -2.7353192004386058 0.14999760744085278
-0.9059368121613505 -2.7361795192989993 0.1499967525426789
-0.9199910205081638 -2.724153021153893 0.14999931673086658
-0.942306273881497 -2.747359849886407 0.15000243171361138
-0.8997601471157034 -2.7469712823177637 0.14999892930336461
-0.8969291061812579 -2.747152061682539 0.15000301971695867
-0.8886929804088827 -2.7485153716457846 0.15000323182528066
-0.5708295570994097 -2.606616399932003 0.14999920410704137
-0.5666141131067981 -2.608489521080192 0.1500015717501264
-0.5794852228879276 -2.6464908988996316 0.15000129177348817
-0.22569816833964712 -2.776927515738321 0.14999240584353352
-0.1320506046697044 -2.8093347451439294 0.14999801122117237
-0.038223185906808135 -2.8412183091541965 0.14999806760166262
0.07931291821676237 -2.880352913852314 0.14999508378016485
0.24472511092946359 -2.933582641623501 0.14999555929265443
0.4582744004452422 -2.998994006266309 0.14999816905218916
0.9123186749271402 -3.126756779971577 0.1500005016901962
1.0807169181975067 -3.1696710368322742 0.14999797619662497
1.1529633187040569 -3.1874583447407567 0.1499986776640423
1.5164024263558924 -3.270320132853524 0.1500007611646029
1.6137824270279455 -3.29021747699531 0.14999750420093833
1.6868225501298086 -3.304649641505467 0.14999838748582878
2.176877535519916 -3.3893941817142617 0.15000105281347834
2.3490448228627336 -3.4133843560387622 0.15000312399614607
2.39830767390787 -3.4198079823165206 0.15000286507469937
2.496870156235993 -3.43209457764604 0.1500013851544993
2.5215170169847747 -3.4350282292354932 0.15000132122704712
2.6700449711911816 -3.451076382598641 0.15000086596047102
3.1064043352477713 -3.4815306751936914 0.1499999410623944
3.0848872585289184 -3.446743213667298 0.14999988592806313
